"";"kommun_code";"year";"inkomst_median";"bef";"bef_diff";"bef_utv";"household";"kommun_name";"lan_code";"lan_name"
"1";"0114";"1968";NA;16230;NA;NA;NA;"Upplands Väsby";"01";"Stockholms län"
"2";"0115";"1968";NA;11380;NA;NA;NA;"Vallentuna";"01";"Stockholms län"
"3";"0117";"1968";NA;13595;NA;NA;NA;"Österåker";"01";"Stockholms län"
"4";"0120";"1968";NA;11154;NA;NA;NA;"Värmdö";"01";"Stockholms län"
"5";"0123";"1968";NA;44114;NA;NA;NA;"Järfälla";"01";"Stockholms län"
"6";"0125";"1968";NA;10177;NA;NA;NA;"Ekerö";"01";"Stockholms län"
"7";"0126";"1968";NA;51930;NA;NA;NA;"Huddinge";"01";"Stockholms län"
"8";"0127";"1968";NA;21813;NA;NA;NA;"Botkyrka";"01";"Stockholms län"
"9";"0128";"1968";NA;6415;NA;NA;NA;"Salem";"01";"Stockholms län"
"10";"0136";"1968";NA;38548;NA;NA;NA;"Haninge";"01";"Stockholms län"
"11";"0138";"1968";NA;23368;NA;NA;NA;"Tyresö";"01";"Stockholms län"
"12";"0139";"1968";NA;6832;NA;NA;NA;"Upplands-Bro";"01";"Stockholms län"
"13";"0140";"1968";NA;0;NA;NA;NA;"Nykvarn";"01";"Stockholms län"
"14";"0160";"1968";NA;35973;NA;NA;NA;"Täby";"01";"Stockholms län"
"15";"0162";"1968";NA;28067;NA;NA;NA;"Danderyd";"01";"Stockholms län"
"16";"0163";"1968";NA;35504;NA;NA;NA;"Sollentuna";"01";"Stockholms län"
"17";"0180";"1968";NA;758930;NA;NA;NA;"Stockholm";"01";"Stockholms län"
"18";"0181";"1968";NA;68665;NA;NA;NA;"Södertälje";"01";"Stockholms län"
"19";"0182";"1968";NA;42234;NA;NA;NA;"Nacka";"01";"Stockholms län"
"20";"0183";"1968";NA;28281;NA;NA;NA;"Sundbyberg";"01";"Stockholms län"
"21";"0184";"1968";NA;56588;NA;NA;NA;"Solna";"01";"Stockholms län"
"22";"0186";"1968";NA;35739;NA;NA;NA;"Lidingö";"01";"Stockholms län"
"23";"0187";"1968";NA;4535;NA;NA;NA;"Vaxholm";"01";"Stockholms län"
"24";"0188";"1968";NA;38072;NA;NA;NA;"Norrtälje";"01";"Stockholms län"
"25";"0191";"1968";NA;21775;NA;NA;NA;"Sigtuna";"01";"Stockholms län"
"26";"0192";"1968";NA;17317;NA;NA;NA;"Nynäshamn";"01";"Stockholms län"
"27";"0305";"1968";NA;4542;NA;NA;NA;"Håbo";"03";"Uppsala län"
"28";"0319";"1968";NA;10118;NA;NA;NA;"Älvkarleby";"03";"Uppsala län"
"29";"0330";"1968";NA;0;NA;NA;NA;"Knivsta";"03";"Uppsala län"
"30";"0331";"1968";NA;13836;NA;NA;NA;"Heby";"03";"Uppsala län"
"31";"0360";"1968";NA;21032;NA;NA;NA;"Tierp";"03";"Uppsala län"
"32";"0380";"1968";NA;124504;NA;NA;NA;"Uppsala";"03";"Uppsala län"
"33";"0381";"1968";NA;31077;NA;NA;NA;"Enköping";"03";"Uppsala län"
"34";"0382";"1968";NA;18248;NA;NA;NA;"Östhammar";"03";"Uppsala län"
"35";"0428";"1968";NA;9702;NA;NA;NA;"Vingåker";"04";"Södermanlands län"
"36";"0461";"1968";NA;0;NA;NA;NA;"Gnesta";"04";"Södermanlands län"
"37";"0480";"1968";NA;56455;NA;NA;NA;"Nyköping";"04";"Södermanlands län"
"38";"0481";"1968";NA;14680;NA;NA;NA;"Oxelösund";"04";"Södermanlands län"
"39";"0482";"1968";NA;18326;NA;NA;NA;"Flen";"04";"Södermanlands län"
"40";"0483";"1968";NA;32385;NA;NA;NA;"Katrineholm";"04";"Södermanlands län"
"41";"0484";"1968";NA;89972;NA;NA;NA;"Eskilstuna";"04";"Södermanlands län"
"42";"0486";"1968";NA;20412;NA;NA;NA;"Strängnäs";"04";"Södermanlands län"
"43";"0488";"1968";NA;0;NA;NA;NA;"Trosa";"04";"Södermanlands län"
"44";"0509";"1968";NA;6170;NA;NA;NA;"Ödeshög";"05";"Östergötlands län"
"45";"0512";"1968";NA;4550;NA;NA;NA;"Ydre";"05";"Östergötlands län"
"46";"0513";"1968";NA;10409;NA;NA;NA;"Kinda";"05";"Östergötlands län"
"47";"0560";"1968";NA;6367;NA;NA;NA;"Boxholm";"05";"Östergötlands län"
"48";"0561";"1968";NA;12802;NA;NA;NA;"Åtvidaberg";"05";"Östergötlands län"
"49";"0562";"1968";NA;24079;NA;NA;NA;"Finspång";"05";"Östergötlands län"
"50";"0563";"1968";NA;9253;NA;NA;NA;"Valdemarsvik";"05";"Östergötlands län"
"51";"0580";"1968";NA;101449;NA;NA;NA;"Linköping";"05";"Östergötlands län"
"52";"0581";"1968";NA;117792;NA;NA;NA;"Norrköping";"05";"Östergötlands län"
"53";"0582";"1968";NA;9620;NA;NA;NA;"Söderköping";"05";"Östergötlands län"
"54";"0583";"1968";NA;40027;NA;NA;NA;"Motala";"05";"Östergötlands län"
"55";"0584";"1968";NA;7713;NA;NA;NA;"Vadstena";"05";"Östergötlands län"
"56";"0586";"1968";NA;24069;NA;NA;NA;"Mjölby";"05";"Östergötlands län"
"57";"0604";"1968";NA;6318;NA;NA;NA;"Aneby";"06";"Jönköpings län"
"58";"0617";"1968";NA;7483;NA;NA;NA;"Gnosjö";"06";"Jönköpings län"
"59";"0642";"1968";NA;3914;NA;NA;NA;"Mullsjö";"06";"Jönköpings län"
"60";"0643";"1968";NA;5556;NA;NA;NA;"Habo";"06";"Jönköpings län"
"61";"0662";"1968";NA;25288;NA;NA;NA;"Gislaved";"06";"Jönköpings län"
"62";"0665";"1968";NA;11052;NA;NA;NA;"Vaggeryd";"06";"Jönköpings län"
"63";"0680";"1968";NA;104677;NA;NA;NA;"Jönköping";"06";"Jönköpings län"
"64";"0682";"1968";NA;33456;NA;NA;NA;"Nässjö";"06";"Jönköpings län"
"65";"0683";"1968";NA;28655;NA;NA;NA;"Värnamo";"06";"Jönköpings län"
"66";"0684";"1968";NA;11437;NA;NA;NA;"Sävsjö";"06";"Jönköpings län"
"67";"0685";"1968";NA;28638;NA;NA;NA;"Vetlanda";"06";"Jönköpings län"
"68";"0686";"1968";NA;18134;NA;NA;NA;"Eksjö";"06";"Jönköpings län"
"69";"0687";"1968";NA;18994;NA;NA;NA;"Tranås";"06";"Jönköpings län"
"70";"0760";"1968";NA;12098;NA;NA;NA;"Uppvidinge";"07";"Kronobergs län"
"71";"0761";"1968";NA;8358;NA;NA;NA;"Lessebo";"07";"Kronobergs län"
"72";"0763";"1968";NA;15118;NA;NA;NA;"Tingsryd";"07";"Kronobergs län"
"73";"0764";"1968";NA;18940;NA;NA;NA;"Alvesta";"07";"Kronobergs län"
"74";"0765";"1968";NA;15098;NA;NA;NA;"Älmhult";"07";"Kronobergs län"
"75";"0767";"1968";NA;11559;NA;NA;NA;"Markaryd";"07";"Kronobergs län"
"76";"0780";"1968";NA;56004;NA;NA;NA;"Växjö";"07";"Kronobergs län"
"77";"0781";"1968";NA;25247;NA;NA;NA;"Ljungby";"07";"Kronobergs län"
"78";"0821";"1968";NA;8569;NA;NA;NA;"Högsby";"08";"Kalmar län"
"79";"0834";"1968";NA;7783;NA;NA;NA;"Torsås";"08";"Kalmar län"
"80";"0840";"1968";NA;9939;NA;NA;NA;"Mörbylånga";"08";"Kalmar län"
"81";"0860";"1968";NA;19462;NA;NA;NA;"Hultsfred";"08";"Kalmar län"
"82";"0861";"1968";NA;13335;NA;NA;NA;"Mönsterås";"08";"Kalmar län"
"83";"0862";"1968";NA;11668;NA;NA;NA;"Emmaboda";"08";"Kalmar län"
"84";"0880";"1968";NA;51479;NA;NA;NA;"Kalmar";"08";"Kalmar län"
"85";"0881";"1968";NA;22066;NA;NA;NA;"Nybro";"08";"Kalmar län"
"86";"0882";"1968";NA;24982;NA;NA;NA;"Oskarshamn";"08";"Kalmar län"
"87";"0883";"1968";NA;42085;NA;NA;NA;"Västervik";"08";"Kalmar län"
"88";"0884";"1968";NA;17152;NA;NA;NA;"Vimmerby";"08";"Kalmar län"
"89";"0885";"1968";NA;10635;NA;NA;NA;"Borgholm";"08";"Kalmar län"
"90";"0980";"1968";NA;53876;NA;NA;NA;"Gotland";"09";"Gotlands län"
"91";"1060";"1968";NA;16209;NA;NA;NA;"Olofström";"10";"Blekinge län"
"92";"1080";"1968";NA;59436;NA;NA;NA;"Karlskrona";"10";"Blekinge län"
"93";"1081";"1968";NA;29182;NA;NA;NA;"Ronneby";"10";"Blekinge län"
"94";"1082";"1968";NA;30951;NA;NA;NA;"Karlshamn";"10";"Blekinge län"
"95";"1083";"1968";NA;14887;NA;NA;NA;"Sölvesborg";"10";"Blekinge län"
"96";"1214";"1968";NA;12050;NA;NA;NA;"Svalöv";"12";"Skåne län"
"97";"1230";"1968";NA;9461;NA;NA;NA;"Staffanstorp";"12";"Skåne län"
"98";"1231";"1968";NA;11249;NA;NA;NA;"Burlöv";"12";"Skåne län"
"99";"1233";"1968";NA;11547;NA;NA;NA;"Vellinge";"12";"Skåne län"
"100";"1256";"1968";NA;14187;NA;NA;NA;"Östra Göinge";"12";"Skåne län"
"101";"1257";"1968";NA;8512;NA;NA;NA;"Örkelljunga";"12";"Skåne län"
"102";"1260";"1968";NA;12639;NA;NA;NA;"Bjuv";"12";"Skåne län"
"103";"1261";"1968";NA;13704;NA;NA;NA;"Kävlinge";"12";"Skåne län"
"104";"1262";"1968";NA;10690;NA;NA;NA;"Lomma";"12";"Skåne län"
"105";"1263";"1968";NA;9868;NA;NA;NA;"Svedala";"12";"Skåne län"
"106";"1264";"1968";NA;10531;NA;NA;NA;"Skurup";"12";"Skåne län"
"107";"1265";"1968";NA;13459;NA;NA;NA;"Sjöbo";"12";"Skåne län"
"108";"1266";"1968";NA;11915;NA;NA;NA;"Hörby";"12";"Skåne län"
"109";"1267";"1968";NA;8820;NA;NA;NA;"Höör";"12";"Skåne län"
"110";"1270";"1968";NA;13240;NA;NA;NA;"Tomelilla";"12";"Skåne län"
"111";"1272";"1968";NA;10352;NA;NA;NA;"Bromölla";"12";"Skåne län"
"112";"1273";"1968";NA;13724;NA;NA;NA;"Osby";"12";"Skåne län"
"113";"1275";"1968";NA;7764;NA;NA;NA;"Perstorp";"12";"Skåne län"
"114";"1276";"1968";NA;16049;NA;NA;NA;"Klippan";"12";"Skåne län"
"115";"1277";"1968";NA;10417;NA;NA;NA;"Åstorp";"12";"Skåne län"
"116";"1278";"1968";NA;10384;NA;NA;NA;"Båstad";"12";"Skåne län"
"117";"1280";"1968";NA;259923;NA;NA;NA;"Malmö";"12";"Skåne län"
"118";"1281";"1968";NA;64790;NA;NA;NA;"Lund";"12";"Skåne län"
"119";"1282";"1968";NA;36800;NA;NA;NA;"Landskrona";"12";"Skåne län"
"120";"1283";"1968";NA;98272;NA;NA;NA;"Helsingborg";"12";"Skåne län"
"121";"1284";"1968";NA;18639;NA;NA;NA;"Höganäs";"12";"Skåne län"
"122";"1285";"1968";NA;25153;NA;NA;NA;"Eslöv";"12";"Skåne län"
"123";"1286";"1968";NA;24141;NA;NA;NA;"Ystad";"12";"Skåne län"
"124";"1287";"1968";NA;35618;NA;NA;NA;"Trelleborg";"12";"Skåne län"
"125";"1290";"1968";NA;64250;NA;NA;NA;"Kristianstad";"12";"Skåne län"
"126";"1291";"1968";NA;20793;NA;NA;NA;"Simrishamn";"12";"Skåne län"
"127";"1292";"1968";NA;25843;NA;NA;NA;"Ängelholm";"12";"Skåne län"
"128";"1293";"1968";NA;45927;NA;NA;NA;"Hässleholm";"12";"Skåne län"
"129";"1315";"1968";NA;10961;NA;NA;NA;"Hylte";"13";"Hallands län"
"130";"1380";"1968";NA;68654;NA;NA;NA;"Halmstad";"13";"Hallands län"
"131";"1381";"1968";NA;18834;NA;NA;NA;"Laholm";"13";"Hallands län"
"132";"1382";"1968";NA;31255;NA;NA;NA;"Falkenberg";"13";"Hallands län"
"133";"1383";"1968";NA;36825;NA;NA;NA;"Varberg";"13";"Hallands län"
"134";"1384";"1968";NA;25077;NA;NA;NA;"Kungsbacka";"13";"Hallands län"
"135";"1401";"1968";NA;13511;NA;NA;NA;"Härryda";"14";"Västra Götalands län"
"136";"1402";"1968";NA;22980;NA;NA;NA;"Partille";"14";"Västra Götalands län"
"137";"1407";"1968";NA;8181;NA;NA;NA;"Öckerö";"14";"Västra Götalands län"
"138";"1415";"1968";NA;11324;NA;NA;NA;"Stenungsund";"14";"Västra Götalands län"
"139";"1419";"1968";NA;8959;NA;NA;NA;"Tjörn";"14";"Västra Götalands län"
"140";"1421";"1968";NA;8814;NA;NA;NA;"Orust";"14";"Västra Götalands län"
"141";"1427";"1968";NA;9435;NA;NA;NA;"Sotenäs";"14";"Västra Götalands län"
"142";"1430";"1968";NA;9784;NA;NA;NA;"Munkedal";"14";"Västra Götalands län"
"143";"1435";"1968";NA;10930;NA;NA;NA;"Tanum";"14";"Västra Götalands län"
"144";"1438";"1968";NA;4976;NA;NA;NA;"Dals-Ed";"14";"Västra Götalands län"
"145";"1439";"1968";NA;6421;NA;NA;NA;"Färgelanda";"14";"Västra Götalands län"
"146";"1440";"1968";NA;15966;NA;NA;NA;"Ale";"14";"Västra Götalands län"
"147";"1441";"1968";NA;20321;NA;NA;NA;"Lerum";"14";"Västra Götalands län"
"148";"1442";"1968";NA;7744;NA;NA;NA;"Vårgårda";"14";"Västra Götalands län"
"149";"1443";"1968";NA;0;NA;NA;NA;"Bollebygd";"14";"Västra Götalands län"
"150";"1444";"1968";NA;5382;NA;NA;NA;"Grästorp";"14";"Västra Götalands län"
"151";"1445";"1968";NA;5859;NA;NA;NA;"Essunga";"14";"Västra Götalands län"
"152";"1446";"1968";NA;8694;NA;NA;NA;"Karlsborg";"14";"Västra Götalands län"
"153";"1447";"1968";NA;6871;NA;NA;NA;"Gullspång";"14";"Västra Götalands län"
"154";"1452";"1968";NA;11470;NA;NA;NA;"Tranemo";"14";"Västra Götalands län"
"155";"1460";"1968";NA;12582;NA;NA;NA;"Bengtsfors";"14";"Västra Götalands län"
"156";"1461";"1968";NA;10777;NA;NA;NA;"Mellerud";"14";"Västra Götalands län"
"157";"1462";"1968";NA;9686;NA;NA;NA;"Lilla Edet";"14";"Västra Götalands län"
"158";"1463";"1968";NA;28339;NA;NA;NA;"Mark";"14";"Västra Götalands län"
"159";"1465";"1968";NA;9693;NA;NA;NA;"Svenljunga";"14";"Västra Götalands län"
"160";"1466";"1968";NA;9082;NA;NA;NA;"Herrljunga";"14";"Västra Götalands län"
"161";"1470";"1968";NA;17396;NA;NA;NA;"Vara";"14";"Västra Götalands län"
"162";"1471";"1968";NA;11928;NA;NA;NA;"Götene";"14";"Västra Götalands län"
"163";"1472";"1968";NA;9966;NA;NA;NA;"Tibro";"14";"Västra Götalands län"
"164";"1473";"1968";NA;10544;NA;NA;NA;"Töreboda";"14";"Västra Götalands län"
"165";"1480";"1968";NA;456057;NA;NA;NA;"Göteborg";"14";"Västra Götalands län"
"166";"1481";"1968";NA;41634;NA;NA;NA;"Mölndal";"14";"Västra Götalands län"
"167";"1482";"1968";NA;22538;NA;NA;NA;"Kungälv";"14";"Västra Götalands län"
"168";"1484";"1968";NA;13595;NA;NA;NA;"Lysekil";"14";"Västra Götalands län"
"169";"1485";"1968";NA;47646;NA;NA;NA;"Uddevalla";"14";"Västra Götalands län"
"170";"1486";"1968";NA;9760;NA;NA;NA;"Strömstad";"14";"Västra Götalands län"
"171";"1487";"1968";NA;31938;NA;NA;NA;"Vänersborg";"14";"Västra Götalands län"
"172";"1488";"1968";NA;46239;NA;NA;NA;"Trollhättan";"14";"Västra Götalands län"
"173";"1489";"1968";NA;26071;NA;NA;NA;"Alingsås";"14";"Västra Götalands län"
"174";"1490";"1968";NA;105474;NA;NA;NA;"Borås";"14";"Västra Götalands län"
"175";"1491";"1968";NA;21145;NA;NA;NA;"Ulricehamn";"14";"Västra Götalands län"
"176";"1492";"1968";NA;13320;NA;NA;NA;"Åmål";"14";"Västra Götalands län"
"177";"1493";"1968";NA;23814;NA;NA;NA;"Mariestad";"14";"Västra Götalands län"
"178";"1494";"1968";NA;34408;NA;NA;NA;"Lidköping";"14";"Västra Götalands län"
"179";"1495";"1968";NA;16606;NA;NA;NA;"Skara";"14";"Västra Götalands län"
"180";"1496";"1968";NA;42275;NA;NA;NA;"Skövde";"14";"Västra Götalands län"
"181";"1497";"1968";NA;7353;NA;NA;NA;"Hjo";"14";"Västra Götalands län"
"182";"1498";"1968";NA;12783;NA;NA;NA;"Tidaholm";"14";"Västra Götalands län"
"183";"1499";"1968";NA;32925;NA;NA;NA;"Falköping";"14";"Västra Götalands län"
"184";"1715";"1968";NA;7938;NA;NA;NA;"Kil";"17";"Värmlands län"
"185";"1730";"1968";NA;10148;NA;NA;NA;"Eda";"17";"Värmlands län"
"186";"1737";"1968";NA;17531;NA;NA;NA;"Torsby";"17";"Värmlands län"
"187";"1760";"1968";NA;5762;NA;NA;NA;"Storfors";"17";"Värmlands län"
"188";"1761";"1968";NA;10607;NA;NA;NA;"Hammarö";"17";"Värmlands län"
"189";"1762";"1968";NA;5826;NA;NA;NA;"Munkfors";"17";"Värmlands län"
"190";"1763";"1968";NA;9425;NA;NA;NA;"Forshaga";"17";"Värmlands län"
"191";"1764";"1968";NA;10128;NA;NA;NA;"Grums";"17";"Värmlands län"
"192";"1765";"1968";NA;10159;NA;NA;NA;"Årjäng";"17";"Värmlands län"
"193";"1766";"1968";NA;14422;NA;NA;NA;"Sunne";"17";"Värmlands län"
"194";"1780";"1968";NA;70908;NA;NA;NA;"Karlstad";"17";"Värmlands län"
"195";"1781";"1968";NA;27641;NA;NA;NA;"Kristinehamn";"17";"Värmlands län"
"196";"1782";"1968";NA;16565;NA;NA;NA;"Filipstad";"17";"Värmlands län"
"197";"1783";"1968";NA;19860;NA;NA;NA;"Hagfors";"17";"Värmlands län"
"198";"1784";"1968";NA;27580;NA;NA;NA;"Arvika";"17";"Värmlands län"
"199";"1785";"1968";NA;20155;NA;NA;NA;"Säffle";"17";"Värmlands län"
"200";"1814";"1968";NA;0;NA;NA;NA;"Lekeberg";"18";"Örebro län"
"201";"1860";"1968";NA;9334;NA;NA;NA;"Laxå";"18";"Örebro län"
"202";"1861";"1968";NA;16751;NA;NA;NA;"Hallsberg";"18";"Örebro län"
"203";"1862";"1968";NA;11634;NA;NA;NA;"Degerfors";"18";"Örebro län"
"204";"1863";"1968";NA;11723;NA;NA;NA;"Hällefors";"18";"Örebro län"
"205";"1864";"1968";NA;7700;NA;NA;NA;"Ljusnarsberg";"18";"Örebro län"
"206";"1880";"1968";NA;114619;NA;NA;NA;"Örebro";"18";"Örebro län"
"207";"1881";"1968";NA;16253;NA;NA;NA;"Kumla";"18";"Örebro län"
"208";"1882";"1968";NA;11412;NA;NA;NA;"Askersund";"18";"Örebro län"
"209";"1883";"1968";NA;38647;NA;NA;NA;"Karlskoga";"18";"Örebro län"
"210";"1884";"1968";NA;9059;NA;NA;NA;"Nora";"18";"Örebro län"
"211";"1885";"1968";NA;24732;NA;NA;NA;"Lindesberg";"18";"Örebro län"
"212";"1904";"1968";NA;5648;NA;NA;NA;"Skinnskatteberg";"19";"Västmanlands län"
"213";"1907";"1968";NA;10843;NA;NA;NA;"Surahammar";"19";"Västmanlands län"
"214";"1960";"1968";NA;7981;NA;NA;NA;"Kungsör";"19";"Västmanlands län"
"215";"1961";"1968";NA;18278;NA;NA;NA;"Hallstahammar";"19";"Västmanlands län"
"216";"1962";"1968";NA;6861;NA;NA;NA;"Norberg";"19";"Västmanlands län"
"217";"1980";"1968";NA;111647;NA;NA;NA;"Västerås";"19";"Västmanlands län"
"218";"1981";"1968";NA;19757;NA;NA;NA;"Sala";"19";"Västmanlands län"
"219";"1982";"1968";NA;16858;NA;NA;NA;"Fagersta";"19";"Västmanlands län"
"220";"1983";"1968";NA;28967;NA;NA;NA;"Köping";"19";"Västmanlands län"
"221";"1984";"1968";NA;14802;NA;NA;NA;"Arboga";"19";"Västmanlands län"
"222";"2021";"1968";NA;9294;NA;NA;NA;"Vansbro";"20";"Dalarnas län"
"223";"2023";"1968";NA;12551;NA;NA;NA;"Malung-Sälen";"20";"Dalarnas län"
"224";"2026";"1968";NA;8125;NA;NA;NA;"Gagnef";"20";"Dalarnas län"
"225";"2029";"1968";NA;12595;NA;NA;NA;"Leksand";"20";"Dalarnas län"
"226";"2031";"1968";NA;11300;NA;NA;NA;"Rättvik";"20";"Dalarnas län"
"227";"2034";"1968";NA;7147;NA;NA;NA;"Orsa";"20";"Dalarnas län"
"228";"2039";"1968";NA;9552;NA;NA;NA;"Älvdalen";"20";"Dalarnas län"
"229";"2061";"1968";NA;12706;NA;NA;NA;"Smedjebacken";"20";"Dalarnas län"
"230";"2062";"1968";NA;17181;NA;NA;NA;"Mora";"20";"Dalarnas län"
"231";"2080";"1968";NA;45858;NA;NA;NA;"Falun";"20";"Dalarnas län"
"232";"2081";"1968";NA;42781;NA;NA;NA;"Borlänge";"20";"Dalarnas län"
"233";"2082";"1968";NA;9888;NA;NA;NA;"Säter";"20";"Dalarnas län"
"234";"2083";"1968";NA;17402;NA;NA;NA;"Hedemora";"20";"Dalarnas län"
"235";"2084";"1968";NA;28744;NA;NA;NA;"Avesta";"20";"Dalarnas län"
"236";"2085";"1968";NA;33872;NA;NA;NA;"Ludvika";"20";"Dalarnas län"
"237";"2101";"1968";NA;7094;NA;NA;NA;"Ockelbo";"21";"Gävleborgs län"
"238";"2104";"1968";NA;15893;NA;NA;NA;"Hofors";"21";"Gävleborgs län"
"239";"2121";"1968";NA;13449;NA;NA;NA;"Ovanåker";"21";"Gävleborgs län"
"240";"2132";"1968";NA;11723;NA;NA;NA;"Nordanstig";"21";"Gävleborgs län"
"241";"2161";"1968";NA;23274;NA;NA;NA;"Ljusdal";"21";"Gävleborgs län"
"242";"2180";"1968";NA;83558;NA;NA;NA;"Gävle";"21";"Gävleborgs län"
"243";"2181";"1968";NA;42780;NA;NA;NA;"Sandviken";"21";"Gävleborgs län"
"244";"2182";"1968";NA;32185;NA;NA;NA;"Söderhamn";"21";"Gävleborgs län"
"245";"2183";"1968";NA;28069;NA;NA;NA;"Bollnäs";"21";"Gävleborgs län"
"246";"2184";"1968";NA;35804;NA;NA;NA;"Hudiksvall";"21";"Gävleborgs län"
"247";"2260";"1968";NA;15743;NA;NA;NA;"Ånge";"22";"Västernorrlands län"
"248";"2262";"1968";NA;17626;NA;NA;NA;"Timrå";"22";"Västernorrlands län"
"249";"2280";"1968";NA;26962;NA;NA;NA;"Härnösand";"22";"Västernorrlands län"
"250";"2281";"1968";NA;89880;NA;NA;NA;"Sundsvall";"22";"Västernorrlands län"
"251";"2282";"1968";NA;29928;NA;NA;NA;"Kramfors";"22";"Västernorrlands län"
"252";"2283";"1968";NA;28782;NA;NA;NA;"Sollefteå";"22";"Västernorrlands län"
"253";"2284";"1968";NA;60595;NA;NA;NA;"Örnsköldsvik";"22";"Västernorrlands län"
"254";"2303";"1968";NA;9075;NA;NA;NA;"Ragunda";"23";"Jämtlands län"
"255";"2305";"1968";NA;10389;NA;NA;NA;"Bräcke";"23";"Jämtlands län"
"256";"2309";"1968";NA;13708;NA;NA;NA;"Krokom";"23";"Jämtlands län"
"257";"2313";"1968";NA;19551;NA;NA;NA;"Strömsund";"23";"Jämtlands län"
"258";"2321";"1968";NA;10094;NA;NA;NA;"Åre";"23";"Jämtlands län"
"259";"2326";"1968";NA;10133;NA;NA;NA;"Berg";"23";"Jämtlands län"
"260";"2361";"1968";NA;12991;NA;NA;NA;"Härjedalen";"23";"Jämtlands län"
"261";"2380";"1968";NA;48732;NA;NA;NA;"Östersund";"23";"Jämtlands län"
"262";"2401";"1968";NA;8446;NA;NA;NA;"Nordmaling";"24";"Västerbottens län"
"263";"2403";"1968";NA;4133;NA;NA;NA;"Bjurholm";"24";"Västerbottens län"
"264";"2404";"1968";NA;7998;NA;NA;NA;"Vindeln";"24";"Västerbottens län"
"265";"2409";"1968";NA;7946;NA;NA;NA;"Robertsfors";"24";"Västerbottens län"
"266";"2417";"1968";NA;6479;NA;NA;NA;"Norsjö";"24";"Västerbottens län"
"267";"2418";"1968";NA;4629;NA;NA;NA;"Malå";"24";"Västerbottens län"
"268";"2421";"1968";NA;9297;NA;NA;NA;"Storuman";"24";"Västerbottens län"
"269";"2422";"1968";NA;4581;NA;NA;NA;"Sorsele";"24";"Västerbottens län"
"270";"2425";"1968";NA;4443;NA;NA;NA;"Dorotea";"24";"Västerbottens län"
"271";"2460";"1968";NA;8228;NA;NA;NA;"Vännäs";"24";"Västerbottens län"
"272";"2462";"1968";NA;9090;NA;NA;NA;"Vilhelmina";"24";"Västerbottens län"
"273";"2463";"1968";NA;5764;NA;NA;NA;"Åsele";"24";"Västerbottens län"
"274";"2480";"1968";NA;66154;NA;NA;NA;"Umeå";"24";"Västerbottens län"
"275";"2481";"1968";NA;15084;NA;NA;NA;"Lycksele";"24";"Västerbottens län"
"276";"2482";"1968";NA;72175;NA;NA;NA;"Skellefteå";"24";"Västerbottens län"
"277";"2505";"1968";NA;8692;NA;NA;NA;"Arvidsjaur";"25";"Norrbottens län"
"278";"2506";"1968";NA;4681;NA;NA;NA;"Arjeplog";"25";"Norrbottens län"
"279";"2510";"1968";NA;8720;NA;NA;NA;"Jokkmokk";"25";"Norrbottens län"
"280";"2513";"1968";NA;6704;NA;NA;NA;"Överkalix";"25";"Norrbottens län"
"281";"2514";"1968";NA;18435;NA;NA;NA;"Kalix";"25";"Norrbottens län"
"282";"2518";"1968";NA;7994;NA;NA;NA;"Övertorneå";"25";"Norrbottens län"
"283";"2521";"1968";NA;11810;NA;NA;NA;"Pajala";"25";"Norrbottens län"
"284";"2523";"1968";NA;26162;NA;NA;NA;"Gällivare";"25";"Norrbottens län"
"285";"2560";"1968";NA;9090;NA;NA;NA;"Älvsbyn";"25";"Norrbottens län"
"286";"2580";"1968";NA;57220;NA;NA;NA;"Luleå";"25";"Norrbottens län"
"287";"2581";"1968";NA;32618;NA;NA;NA;"Piteå";"25";"Norrbottens län"
"288";"2582";"1968";NA;27558;NA;NA;NA;"Boden";"25";"Norrbottens län"
"289";"2583";"1968";NA;9200;NA;NA;NA;"Haparanda";"25";"Norrbottens län"
"290";"2584";"1968";NA;30629;NA;NA;NA;"Kiruna";"25";"Norrbottens län"
"291";"0114";"1969";NA;17835;1605;0,099;NA;"Upplands Väsby";"01";"Stockholms län"
"292";"0115";"1969";NA;12223;843;0,074;NA;"Vallentuna";"01";"Stockholms län"
"293";"0117";"1969";NA;14519;924;0,068;NA;"Österåker";"01";"Stockholms län"
"294";"0120";"1969";NA;11949;795;0,071;NA;"Värmdö";"01";"Stockholms län"
"295";"0123";"1969";NA;46490;2376;0,054;NA;"Järfälla";"01";"Stockholms län"
"296";"0125";"1969";NA;11214;1037;0,102;NA;"Ekerö";"01";"Stockholms län"
"297";"0126";"1969";NA;53939;2009;0,039;NA;"Huddinge";"01";"Stockholms län"
"298";"0127";"1969";NA;23878;2065;0,095;NA;"Botkyrka";"01";"Stockholms län"
"299";"0128";"1969";NA;8695;2280;0,355;NA;"Salem";"01";"Stockholms län"
"300";"0136";"1969";NA;41923;3375;0,088;NA;"Haninge";"01";"Stockholms län"
"301";"0138";"1969";NA;25723;2355;0,101;NA;"Tyresö";"01";"Stockholms län"
"302";"0139";"1969";NA;8441;1609;0,236;NA;"Upplands-Bro";"01";"Stockholms län"
"303";"0140";"1969";NA;0;0;NA;NA;"Nykvarn";"01";"Stockholms län"
"304";"0160";"1969";NA;37353;1380;0,038;NA;"Täby";"01";"Stockholms län"
"305";"0162";"1969";NA;28055;-12;0;NA;"Danderyd";"01";"Stockholms län"
